active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,moderate_activity_minutes,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version,vigorous_activity_minutes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:08:00,75,,,,,,,,,,-66,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453,,,,,,1102050480,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,62640,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 96, 1, 176)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:09:00,,,,,0,1102049520,,,,,,,,,,,,
,,sedentary,"(8,)",,,,,,,,,,,,,0,,,,,,,,,,,,2024-12-02 05:08:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:09:00,74,,,,,,,,,,-65,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524,,,,,,1102050540,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,62700,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 110, 1, 40)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:10:00,77,,,,,,,,,,-69,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452,,,,,,1102050600,,,,,,,,,
,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,62760,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(66, 42, 133, 51)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:11:00,,,,,8,1102049640,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:11:00,74,,,,,,,,,,-65,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354,,,,,,1102050660,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(182, 26, 36, 56)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:12:00,72,,,,,,,,,,-63,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,,,,,,1102050720,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,62880,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:13:00,,,,,0,1102049760,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:13:00,74,,,,,,,,,,-65,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,,,,,,1102050780,,,,,,,,,
,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,62940,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 32, 64)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:14:00,76,,,,,,,,,,-68,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,,,,,,1102050840,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,63000,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:15:00,74,,,,,,,,,,-65,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178,,,,,,1102050900,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,63060,,,,,,,,,,,,,,,,,
,,,,,,,4,4,,,,41,marker,,,,,,,,,,,,,,,2024-12-02 05:15:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:16:00,74,,,,,,,,,,-65,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,,,,,,1102050960,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,63120,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:17:00,69,,,,,,,,,,-59,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162,,,,,,1102051020,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,63180,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 96, 1, 176)",,,,,,,,,,
,,,,,,,5,5,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:18:00,,,,,8,1102049880,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:18:00,75,,,,,,,,,,-67,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,,,,,,1102051080,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,63240,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:19:00,,,,,0,1102050180,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:19:00,58,,,,,,,,,,-44,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,,,,,,1102051140,,,,,,,,,
,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,63300,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(8, 8, 0, 16)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:20:00,70,,,,,,,,,,-60,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,,,,,,1102051200,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,63360,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:21:00,,,,,8,1102050240,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:21:00,75,,,,,,,,,,-66,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,1102051260,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,63420,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:22:00,,,,,0,1102050360,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:22:00,74,,,,,,,,,,-65,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,,,,,,1102051320,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,63480,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:23:00,,,,,8,1102050420,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:23:00,66,,,,,,,,,,-55,,45,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,,,,,,1102051380,,,,,,,,,
,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,63540,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 106, 17, 40)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:24:00,75,,,,,,,,,,-67,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,,,,,1102051440,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,63600,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 31, 240, 55)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:25:00,78,,,,,,,,,,-70,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,,,,,,1102051500,,,,,,,,,
,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,63660,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 96, 1, 176)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:26:00,,,,,0,1102050480,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:26:00,80,,,,,,,,,,-73,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,,,,,,1102051560,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(170, 28, 38, 56)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:27:00,,,,,8,1102050660,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:27:00,79,,,,,,,,,,-72,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,,,,,,1102051620,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,63780,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 32, 64)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:28:00,72,,,,,,,,,,-62,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312,,,,,,1102051680,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,63840,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 3, 254, 73)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:29:00,82,,,,,,,,,,-76,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,,,,,,1102051740,,,,,,,,,
,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,63900,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:30:00,,,,,0,1102050720,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:30:00,81,,,,,,,,,,-75,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,,,,,,1102051800,,,,,,,,,
,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,63960,,,,,,,,,,,,,,,,,
,,,,,,,5,5,,,,41,marker,,,,,,,,,,,,,,,2024-12-02 05:30:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:31:00,79,,,,,,,,,,-72,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305,,,,,,1102051860,,,,,,,,,
,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,64020,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:32:00,83,,,,,,,,,,-77,,44,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,,,,,,1102051920,,,,,,,,,
,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,64080,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:33:00,78,,,,,,,,,,-70,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,,,,,,1102051980,,,,,,,,,
,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,64140,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(8, 8, 0, 16)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:34:00,75,,,,,,,,,,-67,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107,,,,,,1102052040,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,64200,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 92, 1, 176)",,,,,,,,,,
,,,,,,,5,5,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:35:00,,,,,8,1102050900,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:35:00,81,,,,,,,,,,-74,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,,,,,,1102052100,,,,,,,,,
,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,64260,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:36:00,73,,,,,,,,,,-64,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,,,,,,1102052160,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,64320,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:37:00,74,,,,,,,,,,-65,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,1102052220,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 110, 21, 40)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:38:00,,,,,0,1102051200,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:38:00,77,,,,,,,,,,-69,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,1102052280,,,,,,,,,
,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,64440,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 31, 240, 55)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:39:00,,,,,8,1102051380,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:39:00,66,,,,,,,,,,-55,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,,,,,,1102052340,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,64500,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(170, 24, 38, 56)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:40:00,75,,,,,,,,,,-67,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,,,,,,1102052400,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 32, 64)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:41:00,77,,,,,,,,,,-69,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,,,,,,1102052460,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,,
,,sedentary,"(104,)",,,,,,,,,,,,,3,,,,,,,,,,,,2024-12-02 05:41:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:42:00,75,,,,,,,,,,-67,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,,,,,,1102052520,,,,,,,,,
,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,64680,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,,
,,,,,,,4,4,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:43:00,,,,,0,1102051440,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:43:00,81,,,,,,,,,,-75,,43,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1102052580,,,,,,,,,
,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,64740,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 144, 1, 176)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:44:00,,,,,8,1102051680,,,,,,,,,,,,
20,795.0,walking,"(70,)",131.5,,,,,,,,,,,,2,,,,,,,,,,,,,64740,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:44:00,-2,,,,,,,,,,102,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1102052640,,,,,,,,,
,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,64800,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(46, 0, 0, 248)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:45:00,,,,,0,1102051740,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:45:00,69,,,,,,,,,,-59,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391,,,,,,1102052700,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,64860,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 52, 132, 185)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:46:00,-2,,,,,,,,,,102,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1102052760,,,,,,,,,
,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,64920,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:47:00,85,,,,,,,,,,-80,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,,,,,,1102052820,,,,,,,,,
,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,64980,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:48:00,,,,,8,1102051800,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:48:00,78,,,,,,,,,,-71,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309,,,,,,1102052880,,,,,,,,,
,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,65040,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:49:00,76,,,,,,,,,,-68,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423,,,,,,1102052940,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,65100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(32, 64, 132, 185)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:50:00,81,,,,,,,,,,-74,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,,,,,,1102053000,,,,,,,,,
,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,65160,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:51:00,,,,,0,1102051980,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:51:00,73,,,,,,,,,,-64,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,,,,,,1102053060,,,,,,,,,
,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,65220,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 108, 1, 176)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:52:00,77,,,,,,,,,,-69,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,,,,,,1102053120,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,65280,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:53:00,,,,,8,1102052160,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:53:00,75,,,,,,,,,,-66,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,,,,,,1102053180,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,65340,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:54:00,,,,,0,1102052280,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:54:00,76,,,,,,,,,,-68,,42,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,,,,,,1102053240,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,65400,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:55:00,,,,,8,1102052340,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:55:00,71,,,,,,,,,,-61,,41,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,,,,,,1102053300,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,65460,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 10, 0, 16)",,,,,,,,,,
,,sedentary,"(136,)",,,,,,,,,,,,,4,,,,,,,,,,,,2024-12-02 05:55:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:56:00,72,,,,,,,,,,-62,,41,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,,,,,,1102053360,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,65520,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,,
,,sedentary,"(8,)",,,,,,,,,,,,,0,,,,,,,,,,,,2024-12-02 05:56:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:57:00,75,,,,,,,,,,-66,,41,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,,,,,,1102053420,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 2, 32)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:58:00,65,,,,,,,,,,-53,,41,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461,,,,,,1102053480,,,,,,,,,
,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 94, 21, 40)",,,,,,,,,,
,,sedentary,"(104,)",,,,,,,,,,,,,3,,,,,,,,,,,,2024-12-02 05:58:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:59:00,71,,,,,,,,,,-61,,41,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427,,,,,,1102053540,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 148, 1, 176)",,,,,,,,,,
,,,,,,,5,5,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 06:00:00,,,,,0,1102052400,,,,,,,,,,,,
